invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,dob
I303771,C228984,FEMALE,55,FOOD & BEVERAGE,3,15.69,CASH,2023-02-26,Metrocity,1971-02-05
I127618,C823998,FEMALE,34,CLOTHING,3,900.24,CASH,2021-02-16,Viaport Outlet,1992-02-05
I194468,C283093,FEMALE,19,CLOTHING,5,1500.40,CASH,2021-12-31,Kanyon,2007-02-05
I343501,C142898,FEMALE,32,SHOES,1,600.17,CASH,2021-06-17,Metrocity,1994-02-05
I201389,C254508,FEMALE,49,COSMETICS,3,121.98,CREDIT CARD,2022-04-09,Kanyon,1977-02-05
I236979,C282563,FEMALE,32,CLOTHING,1,300.08,DEBIT CARD,2022-10-27,Kanyon,1994-02-05
I155117,C121864,FEMALE,31,BOOKS,5,75.75,CREDIT CARD,2021-06-13,Emaar Square Mall,1995-02-05
I152062,C237220,FEMALE,37,SHOES,1,600.17,CREDIT CARD,2021-01-31,Metrocity,1989-02-05
I101870,C350587,FEMALE,68,SHOES,3,1800.51,CASH,2021-03-24,Metropol AVM,1958-02-05
I229367,C318777,FEMALE,36,SHOES,5,3000.85,DEBIT CARD,2021-01-12,Mall of Istanbul,1990-02-05
I586839,C859172,FEMALE,20,COSMETICS,3,121.98,CREDIT CARD,2021-08-28,Metrocity,2006-02-05
I243390,C102158,FEMALE,31,TECHNOLOGY,2,2100.00,CREDIT CARD,2022-02-07,Forum Istanbul,1995-02-05
I240687,C126227,FEMALE,30,CLOTHING,5,1500.40,CASH,2021-08-22,Mall of Istanbul,1996-02-05
I219701,C174012,FEMALE,42,COSMETICS,2,81.32,CASH,2021-11-20,Kanyon,1984-02-05
I437720,C154570,FEMALE,55,CLOTHING,5,1500.40,CASH,2023-02-03,Zorlu Center,1971-02-05
I183695,C283791,FEMALE,35,BOOKS,3,45.45,CASH,2022-07-25,Emaar Square Mall,1991-02-05
I185369,C725229,FEMALE,36,CLOTHING,5,1500.40,CREDIT CARD,2022-04-30,Metropol AVM,1990-02-05
I197208,C312674,FEMALE,21,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-12-24,Mall of Istanbul,2005-02-05
I291142,C106081,FEMALE,22,TOYS,1,35.84,CREDIT CARD,2021-06-04,Zorlu Center,2004-02-05
I310255,C154331,FEMALE,44,FOOD & BEVERAGE,3,15.69,DEBIT CARD,2022-07-31,Metrocity,1982-02-05
I241592,C142882,FEMALE,52,CLOTHING,4,1200.32,CASH,2021-03-23,Metropol AVM,1974-02-05
I339407,C308432,FEMALE,26,SHOES,2,1200.34,DEBIT CARD,2021-03-09,Zorlu Center,2000-02-05
I245756,C259632,FEMALE,60,COSMETICS,3,121.98,CREDIT CARD,2021-05-01,Metrocity,1966-02-05
I261383,C115078,FEMALE,49,SHOES,1,600.17,CASH,2023-02-17,Kanyon,1977-02-05
I119734,C472429,FEMALE,30,COSMETICS,3,121.98,DEBIT CARD,2021-11-09,Mall of Istanbul,1996-02-05
I872984,C306637,FEMALE,47,CLOTHING,3,900.24,CREDIT CARD,2022-04-25,Zorlu Center,1979-02-05
I180184,C238671,FEMALE,28,CLOTHING,3,900.24,CREDIT CARD,2022-06-26,Forum Istanbul,1998-02-05
I332065,C178875,FEMALE,29,CLOTHING,1,300.08,CREDIT CARD,2022-06-15,Cevahir AVM,1997-02-05
I107090,C126397,FEMALE,42,CLOTHING,4,1200.32,CREDIT CARD,2022-04-24,Viaport Outlet,1984-02-05
I229300,C187539,FEMALE,59,CLOTHING,2,600.16,CASH,2022-11-23,Mall of Istanbul,1967-02-05
I194841,C307495,FEMALE,60,SHOES,1,600.17,CREDIT CARD,2021-09-05,Cevahir AVM,1966-02-05
I287874,C242091,FEMALE,28,CLOTHING,5,1500.40,CASH,2021-04-15,Kanyon,1998-02-05
I120840,C140861,FEMALE,50,FOOD & BEVERAGE,3,15.69,DEBIT CARD,2021-09-26,Mall of Istanbul,1976-02-05
I151624,C237777,FEMALE,59,SOUVENIR,2,23.46,CREDIT CARD,2022-10-22,Zorlu Center,1967-02-05
I608916,C361972,FEMALE,34,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-06-03,Kanyon,1992-02-05
I306195,C183289,FEMALE,61,SHOES,4,2400.68,CREDIT CARD,2022-06-23,Metrocity,1965-02-05
I116561,C244344,FEMALE,41,SHOES,3,1800.51,DEBIT CARD,2022-04-26,Kanyon,1985-02-05
I183644,C272289,FEMALE,44,COSMETICS,1,40.66,CASH,2021-03-31,Mall of Istanbul,1982-02-05
I292036,C765060,FEMALE,63,SOUVENIR,4,46.92,DEBIT CARD,2021-01-29,Istinye Park,1963-02-05
I220227,C185537,FEMALE,64,COSMETICS,2,81.32,CASH,2022-04-11,Cevahir AVM,1962-02-05
I565346,C685038,FEMALE,23,CLOTHING,3,900.24,CREDIT CARD,2021-10-22,Kanyon,2003-02-05
I100328,C152052,FEMALE,69,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-04-22,Kanyon,1957-02-05
I132470,C455571,FEMALE,24,BOOKS,5,75.75,CREDIT CARD,2021-01-28,Kanyon,2002-02-05
I240745,C318457,FEMALE,53,CLOTHING,2,600.16,CREDIT CARD,2021-11-29,Emaar Square Mall,1973-02-05
I201048,C304090,FEMALE,45,CLOTHING,4,1200.32,CREDIT CARD,2021-08-18,Kanyon,1981-02-05
I165728,C631776,FEMALE,39,CLOTHING,5,1500.40,DEBIT CARD,2021-06-06,Viaport Outlet,1987-02-05
I219856,C273188,FEMALE,64,CLOTHING,1,300.08,CASH,2022-10-23,Cevahir AVM,1962-02-05
I328444,C162921,FEMALE,39,TOYS,1,35.84,CASH,2023-02-23,Metropol AVM,1987-02-05
I497818,C232372,FEMALE,37,SHOES,2,1200.34,CREDIT CARD,2021-01-21,Cevahir AVM,1989-02-05
I136523,C698386,FEMALE,33,FOOD & BEVERAGE,1,5.23,CASH,2023-01-29,Istinye Park,1993-02-05
I181800,C316967,FEMALE,19,TOYS,4,143.36,CASH,2022-02-05,Emaar Square Mall,2007-02-05
I265295,C311528,FEMALE,61,COSMETICS,1,40.66,CASH,2021-07-10,Kanyon,1965-02-05
I137621,C819328,FEMALE,44,CLOTHING,2,600.16,CASH,2023-03-02,Metrocity,1982-02-05
I965993,C215092,FEMALE,19,CLOTHING,2,600.16,DEBIT CARD,2022-02-16,Kanyon,2007-02-05
I268162,C546679,FEMALE,54,CLOTHING,2,600.16,CASH,2022-11-21,Zorlu Center,1972-02-05
I110715,C941647,FEMALE,20,COSMETICS,4,162.64,CASH,2021-11-22,Kanyon,2006-02-05
I180319,C337221,FEMALE,49,SOUVENIR,4,46.92,CASH,2021-12-18,Kanyon,1977-02-05
I505900,C115777,FEMALE,58,CLOTHING,2,600.16,DEBIT CARD,2022-09-20,Istinye Park,1968-02-05
I534933,C276729,FEMALE,35,CLOTHING,2,600.16,DEBIT CARD,2021-05-02,Metrocity,1991-02-05
I150050,C221302,FEMALE,18,SOUVENIR,3,35.19,CREDIT CARD,2022-03-25,Metropol AVM,2008-02-05
I208394,C293287,FEMALE,36,CLOTHING,4,1200.32,CASH,2022-12-04,Mall of Istanbul,1990-02-05
I323194,C222023,FEMALE,65,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2021-09-27,Zorlu Center,1961-02-05
I283975,C166750,FEMALE,21,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2021-09-09,Zorlu Center,2005-02-05
I165965,C162898,FEMALE,56,CLOTHING,4,1200.32,DEBIT CARD,2022-08-15,Metropol AVM,1970-02-05
I428737,C299261,FEMALE,57,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-04-23,Metrocity,1969-02-05
I287028,C193161,FEMALE,28,COSMETICS,5,203.30,DEBIT CARD,2022-04-07,Metrocity,1998-02-05
I252198,C278051,FEMALE,67,COSMETICS,5,203.30,CREDIT CARD,2021-09-08,Zorlu Center,1959-02-05
I177811,C265084,FEMALE,32,CLOTHING,4,1200.32,CASH,2021-12-25,Mall of Istanbul,1994-02-05
I293815,C230154,FEMALE,46,COSMETICS,2,81.32,DEBIT CARD,2021-05-05,Metrocity,1980-02-05
I477624,C193674,FEMALE,37,COSMETICS,5,203.30,DEBIT CARD,2022-09-12,Mall of Istanbul,1989-02-05
I184408,C720509,FEMALE,67,CLOTHING,4,1200.32,CREDIT CARD,2021-12-07,Cevahir AVM,1959-02-05
I770321,C530698,FEMALE,36,CLOTHING,5,1500.40,CASH,2022-12-27,Metropol AVM,1990-02-05
I154360,C147680,FEMALE,31,BOOKS,5,75.75,DEBIT CARD,2021-07-13,Metrocity,1995-02-05
I319455,C253018,FEMALE,58,CLOTHING,4,1200.32,CREDIT CARD,2023-02-12,Kanyon,1968-02-05
I246642,C141512,FEMALE,35,SOUVENIR,2,23.46,CREDIT CARD,2023-03-06,Metropol AVM,1991-02-05
I246018,C309112,FEMALE,58,CLOTHING,5,1500.40,DEBIT CARD,2022-01-11,Mall of Istanbul,1968-02-05
I952129,C882648,FEMALE,68,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-12-08,Mall of Istanbul,1958-02-05
I758572,C110929,FEMALE,48,CLOTHING,1,300.08,CREDIT CARD,2021-12-18,Viaport Outlet,1978-02-05
I740215,C104320,FEMALE,32,SOUVENIR,3,35.19,DEBIT CARD,2021-06-24,Zorlu Center,1994-02-05
I255967,C184407,FEMALE,62,COSMETICS,4,162.64,DEBIT CARD,2021-06-07,Metrocity,1964-02-05
I136922,C192716,FEMALE,62,TOYS,5,179.20,DEBIT CARD,2021-02-14,Viaport Outlet,1964-02-05
I128986,C237036,FEMALE,54,CLOTHING,2,600.16,DEBIT CARD,2021-05-06,Mall of Istanbul,1972-02-05
I329759,C337765,FEMALE,54,COSMETICS,5,203.30,CREDIT CARD,2021-08-16,Viaport Outlet,1972-02-05
I277061,C336758,FEMALE,39,CLOTHING,4,1200.32,CASH,2022-07-28,Mall of Istanbul,1987-02-05
I590943,C158079,FEMALE,25,SHOES,5,3000.85,CASH,2022-03-22,Emaar Square Mall,2001-02-05
I250419,C912322,FEMALE,20,COSMETICS,2,81.32,DEBIT CARD,2022-06-25,Istinye Park,2006-02-05
I266253,C103263,FEMALE,21,BOOKS,1,15.15,DEBIT CARD,2023-01-19,Mall of Istanbul,2005-02-05
I148289,C243324,FEMALE,25,TOYS,2,71.68,CREDIT CARD,2022-07-06,Metropol AVM,2001-02-05
I336491,C319899,FEMALE,58,TOYS,4,143.36,DEBIT CARD,2022-10-05,Metrocity,1968-02-05
I120771,C393342,FEMALE,61,BOOKS,3,45.45,DEBIT CARD,2022-05-06,Kanyon,1965-02-05
I107003,C255361,FEMALE,69,SHOES,2,1200.34,CREDIT CARD,2021-07-06,Kanyon,1957-02-05
I305691,C215086,FEMALE,68,COSMETICS,2,81.32,CASH,2021-04-10,Kanyon,1958-02-05
I813657,C371089,FEMALE,55,CLOTHING,1,300.08,CASH,2022-08-11,Mall of Istanbul,1971-02-05
I306426,C214363,FEMALE,30,COSMETICS,1,40.66,DEBIT CARD,2021-12-21,Mall of Istanbul,1996-02-05
I447683,C283013,FEMALE,42,TOYS,2,71.68,DEBIT CARD,2021-10-25,Emaar Square Mall,1984-02-05
I338770,C234684,FEMALE,63,FOOD & BEVERAGE,5,26.15,CASH,2021-07-17,Istinye Park,1963-02-05
I185530,C228168,FEMALE,28,COSMETICS,2,81.32,CREDIT CARD,2021-01-06,Cevahir AVM,1998-02-05
I954011,C147938,FEMALE,37,COSMETICS,1,40.66,CASH,2023-01-25,Emaar Square Mall,1989-02-05
I298803,C289510,FEMALE,27,CLOTHING,3,900.24,CREDIT CARD,2022-05-21,Metrocity,1999-02-05
I171483,C219606,FEMALE,25,CLOTHING,1,300.08,CASH,2021-07-13,Kanyon,2001-02-05
I158741,C132006,FEMALE,42,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-11-02,Mall of Istanbul,1984-02-05
I156499,C137784,FEMALE,53,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2023-02-17,Zorlu Center,1973-02-05
I209424,C471989,FEMALE,21,TECHNOLOGY,4,4200.00,CASH,2022-02-11,Mall of Istanbul,2005-02-05
I234820,C269645,FEMALE,48,BOOKS,3,45.45,CASH,2023-01-23,Forum Istanbul,1978-02-05
I270008,C196368,FEMALE,36,SHOES,1,600.17,CASH,2021-12-04,Istinye Park,1990-02-05
I993300,C958795,FEMALE,39,CLOTHING,5,1500.40,CREDIT CARD,2022-04-22,Mall of Istanbul,1987-02-05
I308771,C270443,FEMALE,37,SHOES,4,2400.68,CREDIT CARD,2021-08-10,Metrocity,1989-02-05
I580973,C925308,FEMALE,32,COSMETICS,5,203.30,CREDIT CARD,2022-07-15,Kanyon,1994-02-05
I287127,C391938,FEMALE,19,SHOES,2,1200.34,CREDIT CARD,2021-04-15,Istinye Park,2007-02-05
I131157,C374489,FEMALE,35,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-12-15,Kanyon,1991-02-05
I297023,C255932,FEMALE,35,SHOES,4,2400.68,CREDIT CARD,2022-12-25,Mall of Istanbul,1991-02-05
I278221,C102978,FEMALE,26,CLOTHING,3,900.24,CREDIT CARD,2021-02-02,Metrocity,2000-02-05
I219024,C245041,FEMALE,43,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2021-10-23,Istinye Park,1983-02-05
I104320,C393730,FEMALE,34,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2022-09-21,Kanyon,1992-02-05
I320619,C337803,FEMALE,27,TOYS,3,107.52,DEBIT CARD,2022-09-02,Mall of Istanbul,1999-02-05
I332310,C654167,FEMALE,26,CLOTHING,1,300.08,CREDIT CARD,2021-10-22,Metropol AVM,2000-02-05
I353834,C299667,FEMALE,37,CLOTHING,4,1200.32,CREDIT CARD,2022-07-01,Cevahir AVM,1989-02-05
I190109,C777699,FEMALE,38,COSMETICS,4,162.64,DEBIT CARD,2023-01-22,Istinye Park,1988-02-05
I689312,C191695,FEMALE,54,COSMETICS,1,40.66,DEBIT CARD,2021-03-17,Metrocity,1972-02-05
I384554,C158731,FEMALE,31,CLOTHING,1,300.08,CASH,2022-08-04,Metropol AVM,1995-02-05
I879593,C219584,FEMALE,34,FOOD & BEVERAGE,3,15.69,CREDIT CARD,2022-02-13,Mall of Istanbul,1992-02-05
I241879,C105599,FEMALE,36,CLOTHING,2,600.16,CREDIT CARD,2022-10-24,Kanyon,1990-02-05
I284760,C891634,FEMALE,35,COSMETICS,2,81.32,CASH,2021-02-19,Kanyon,1991-02-05
I116417,C149158,FEMALE,28,COSMETICS,1,40.66,CASH,2022-01-07,Mall of Istanbul,1998-02-05
I180385,C153849,FEMALE,66,CLOTHING,5,1500.40,CREDIT CARD,2022-02-02,Metrocity,1960-02-05
I172953,C283340,FEMALE,47,CLOTHING,2,600.16,DEBIT CARD,2021-12-28,Metrocity,1979-02-05
I311805,C263813,FEMALE,66,TOYS,2,71.68,CASH,2021-06-23,Metrocity,1960-02-05
I845043,C138069,FEMALE,55,CLOTHING,3,900.24,CASH,2021-10-03,Emaar Square Mall,1971-02-05
I560483,C304002,FEMALE,48,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2021-02-26,Metrocity,1978-02-05
I326846,C564523,FEMALE,57,CLOTHING,4,1200.32,CASH,2021-10-14,Istinye Park,1969-02-05
I208016,C156163,FEMALE,69,CLOTHING,2,600.16,CREDIT CARD,2022-01-25,Cevahir AVM,1957-02-05
I525267,C302940,FEMALE,58,TOYS,3,107.52,CASH,2022-09-29,Mall of Istanbul,1968-02-05
I609947,C169512,FEMALE,23,CLOTHING,4,1200.32,CREDIT CARD,2022-05-07,Metrocity,2003-02-05
I193605,C169763,FEMALE,66,COSMETICS,3,121.98,CREDIT CARD,2022-05-20,Mall of Istanbul,1960-02-05
I676727,C292032,FEMALE,67,CLOTHING,3,900.24,CASH,2022-07-28,Metrocity,1959-02-05
I256207,C169371,FEMALE,66,CLOTHING,2,600.16,CASH,2023-02-27,Mall of Istanbul,1960-02-05
I318380,C535847,FEMALE,24,CLOTHING,5,1500.40,CREDIT CARD,2021-09-03,Mall of Istanbul,2002-02-05
I719898,C200598,FEMALE,21,COSMETICS,5,203.30,CREDIT CARD,2021-04-14,Metrocity,2005-02-05
I328559,C760064,FEMALE,43,FOOD & BEVERAGE,2,10.46,DEBIT CARD,2021-08-23,Mall of Istanbul,1983-02-05
I428604,C193983,FEMALE,51,FOOD & BEVERAGE,2,10.46,CASH,2022-06-27,Forum Istanbul,1975-02-05
I173241,C213119,FEMALE,26,CLOTHING,2,600.16,CASH,2023-01-09,Kanyon,2000-02-05
I109728,C284923,FEMALE,21,SHOES,1,600.17,DEBIT CARD,2022-06-26,Emaar Square Mall,2005-02-05
I680088,C339368,FEMALE,62,SHOES,5,3000.85,CASH,2022-02-13,Forum Istanbul,1964-02-05
I250677,C144191,FEMALE,28,COSMETICS,5,203.30,DEBIT CARD,2021-03-30,Mall of Istanbul,1998-02-05
I760688,C273215,FEMALE,38,COSMETICS,2,81.32,CASH,2021-05-11,Metropol AVM,1988-02-05
I265725,C315903,FEMALE,43,SHOES,1,600.17,CASH,2021-01-14,Viaport Outlet,1983-02-05
I241110,C231605,FEMALE,46,BOOKS,1,15.15,CASH,2021-03-10,Viaport Outlet,1980-02-05
I430493,C332650,FEMALE,22,SOUVENIR,5,58.65,DEBIT CARD,2021-05-21,Kanyon,2004-02-05
I178466,C257051,FEMALE,53,TECHNOLOGY,2,2100.00,CREDIT CARD,2021-11-14,Istinye Park,1973-02-05
I322662,C193990,FEMALE,64,COSMETICS,3,121.98,CREDIT CARD,2022-02-12,Mall of Istanbul,1962-02-05
I106119,C228455,FEMALE,34,CLOTHING,5,1500.40,CASH,2021-05-24,Metrocity,1992-02-05
I735484,C316560,FEMALE,62,SHOES,5,3000.85,CASH,2022-06-26,Mall of Istanbul,1964-02-05
I186621,C322392,FEMALE,34,CLOTHING,1,300.08,CREDIT CARD,2021-03-03,Forum Istanbul,1992-02-05
I248554,C475306,FEMALE,22,BOOKS,5,75.75,DEBIT CARD,2023-02-05,Emaar Square Mall,2004-02-05
I316104,C312119,FEMALE,27,TOYS,3,107.52,CASH,2021-02-12,Istinye Park,1999-02-05
I337101,C331508,FEMALE,64,TOYS,5,179.20,CASH,2022-02-24,Istinye Park,1962-02-05
I333883,C135238,FEMALE,45,BOOKS,5,75.75,CASH,2021-10-27,Zorlu Center,1981-02-05
I311718,C215611,FEMALE,53,TECHNOLOGY,3,3150.00,DEBIT CARD,2023-01-19,Kanyon,1973-02-05
I125513,C655699,FEMALE,24,BOOKS,1,15.15,CREDIT CARD,2021-06-25,Cevahir AVM,2002-02-05
I285401,C337295,FEMALE,26,CLOTHING,5,1500.40,DEBIT CARD,2022-04-21,Emaar Square Mall,2000-02-05
I704733,C839436,FEMALE,28,COSMETICS,3,121.98,CASH,2022-08-09,Mall of Istanbul,1998-02-05
I908887,C288812,FEMALE,46,COSMETICS,1,40.66,CREDIT CARD,2022-12-28,Kanyon,1980-02-05
I112339,C274405,FEMALE,22,COSMETICS,1,40.66,CREDIT CARD,2022-09-01,Metrocity,2004-02-05
I417454,C252718,FEMALE,28,FOOD & BEVERAGE,1,5.23,DEBIT CARD,2022-04-03,Emaar Square Mall,1998-02-05
I219406,C214672,FEMALE,34,CLOTHING,1,300.08,DEBIT CARD,2021-10-29,Kanyon,1992-02-05
I253025,C330810,FEMALE,58,COSMETICS,4,162.64,CASH,2022-07-16,Kanyon,1968-02-05
I146560,C296729,FEMALE,50,CLOTHING,3,900.24,CREDIT CARD,2023-01-22,Mall of Istanbul,1976-02-05
I662596,C275885,FEMALE,27,COSMETICS,4,162.64,CASH,2022-08-24,Metrocity,1999-02-05
I145781,C193143,FEMALE,54,CLOTHING,4,1200.32,CASH,2022-04-26,Kanyon,1972-02-05
I274796,C268282,FEMALE,48,CLOTHING,5,1500.40,CASH,2023-03-02,Metrocity,1978-02-05
I109690,C197655,FEMALE,43,CLOTHING,2,600.16,DEBIT CARD,2021-06-07,Mall of Istanbul,1983-02-05
I230538,C127576,FEMALE,29,SOUVENIR,1,11.73,DEBIT CARD,2021-01-14,Emaar Square Mall,1997-02-05
I223200,C173484,FEMALE,23,COSMETICS,1,40.66,DEBIT CARD,2022-04-14,Kanyon,2003-02-05
I204485,C153497,FEMALE,36,COSMETICS,1,40.66,CASH,2021-06-05,Mall of Istanbul,1990-02-05
I126472,C210268,FEMALE,63,SHOES,4,2400.68,CASH,2022-05-12,Mall of Istanbul,1963-02-05
I577488,C174379,FEMALE,56,FOOD & BEVERAGE,4,20.92,CASH,2021-12-20,Metrocity,1970-02-05
I414817,C174545,FEMALE,52,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2022-08-31,Kanyon,1974-02-05
I152651,C121170,FEMALE,45,COSMETICS,4,162.64,CASH,2022-06-30,Mall of Istanbul,1981-02-05
I173139,C471733,FEMALE,39,FOOD & BEVERAGE,5,26.15,CREDIT CARD,2022-05-09,Istinye Park,1987-02-05
I146364,C106079,FEMALE,36,COSMETICS,5,203.30,CASH,2021-03-09,Zorlu Center,1990-02-05
I425822,C257087,FEMALE,66,FOOD & BEVERAGE,1,5.23,CASH,2021-11-14,Mall of Istanbul,1960-02-05
I271711,C534848,FEMALE,32,SOUVENIR,1,11.73,CREDIT CARD,2021-03-18,Kanyon,1994-02-05
I170980,C758828,FEMALE,26,TOYS,2,71.68,CREDIT CARD,2021-12-08,Kanyon,2000-02-05
I294980,C406460,FEMALE,45,TOYS,3,107.52,CREDIT CARD,2022-12-09,Forum Istanbul,1981-02-05
I243476,C171933,FEMALE,42,CLOTHING,5,1500.40,CREDIT CARD,2021-04-19,Istinye Park,1984-02-05
I343538,C328860,FEMALE,24,FOOD & BEVERAGE,4,20.92,CREDIT CARD,2021-06-21,Istinye Park,2002-02-05
I124162,C158520,FEMALE,20,CLOTHING,5,1500.40,CASH,2021-09-11,Kanyon,2006-02-05
I328157,C180125,FEMALE,65,FOOD & BEVERAGE,1,5.23,CASH,2021-01-03,Kanyon,1961-02-05
I204818,C141228,FEMALE,46,CLOTHING,5,1500.40,DEBIT CARD,2021-04-12,Istinye Park,1980-02-05
I245501,C196036,FEMALE,57,SHOES,4,2400.68,CASH,2022-05-05,Istinye Park,1969-02-05
I541718,C293974,FEMALE,62,TOYS,2,71.68,DEBIT CARD,2022-04-05,Metrocity,1964-02-05
I314737,C164986,FEMALE,41,FOOD & BEVERAGE,3,15.69,CASH,2021-11-23,Forum Istanbul,1985-02-05
I270165,C171703,FEMALE,66,COSMETICS,1,40.66,DEBIT CARD,2022-07-02,Forum Istanbul,1960-02-05
I922981,C276485,FEMALE,65,CLOTHING,1,300.08,CREDIT CARD,2022-04-03,Istinye Park,1961-02-05
I118288,C662330,FEMALE,47,COSMETICS,3,121.98,CREDIT CARD,2021-04-30,Zorlu Center,1979-02-05
I130576,C202013,FEMALE,58,BOOKS,1,15.15,CASH,2021-05-25,Metropol AVM,1968-02-05
I331219,C269464,FEMALE,30,CLOTHING,2,600.16,CASH,2021-01-17,Forum Istanbul,1996-02-05
I145788,C145423,FEMALE,28,TOYS,1,35.84,DEBIT CARD,2021-08-07,Kanyon,1998-02-05
I187529,C319713,FEMALE,32,SHOES,3,1800.51,CASH,2022-02-23,Cevahir AVM,1994-02-05
I709050,C184703,FEMALE,18,SHOES,2,1200.34,DEBIT CARD,2021-05-17,Kanyon,2008-02-05
I148691,C167830,FEMALE,52,CLOTHING,1,300.08,CASH,2023-01-17,Metropol AVM,1974-02-05
I174482,C268449,FEMALE,59,BOOKS,5,75.75,DEBIT CARD,2021-11-10,Kanyon,1967-02-05
I131674,C221761,FEMALE,56,CLOTHING,2,600.16,CREDIT CARD,2021-09-27,Metrocity,1970-02-05
I129926,C225926,FEMALE,43,CLOTHING,3,900.24,CASH,2022-04-09,Kanyon,1983-02-05
I899774,C297020,FEMALE,44,CLOTHING,2,600.16,CASH,2021-02-22,Metrocity,1982-02-05
I175350,C220051,FEMALE,48,CLOTHING,1,300.08,CASH,2021-02-24,Kanyon,1978-02-05
I175969,C212611,FEMALE,31,TOYS,2,71.68,CREDIT CARD,2021-11-09,Kanyon,1995-02-05
I286825,C325692,FEMALE,38,CLOTHING,2,600.16,CASH,2021-02-14,Viaport Outlet,1988-02-05
I177049,C146637,FEMALE,40,CLOTHING,2,600.16,CASH,2022-03-15,Mall of Istanbul,1986-02-05
I261242,C166958,FEMALE,65,TOYS,3,107.52,CASH,2021-06-27,Mall of Istanbul,1961-02-05
I455893,C165282,FEMALE,29,COSMETICS,2,81.32,CREDIT CARD,2021-05-17,Zorlu Center,1997-02-05
I246935,C251077,FEMALE,18,CLOTHING,5,1500.40,CREDIT CARD,2022-10-16,Cevahir AVM,2008-02-05
I161320,C274115,FEMALE,62,CLOTHING,5,1500.40,CASH,2022-03-05,Metropol AVM,1964-02-05
I104261,C105041,FEMALE,54,SHOES,5,3000.85,CASH,2021-04-10,Kanyon,1972-02-05
I167706,C272205,FEMALE,35,COSMETICS,5,203.30,CREDIT CARD,2021-09-14,Metrocity,1991-02-05
I684908,C970369,FEMALE,38,TOYS,2,71.68,CREDIT CARD,2021-03-14,Emaar Square Mall,1988-02-05
I468573,C235822,FEMALE,21,SHOES,4,2400.68,CREDIT CARD,2022-03-14,Metrocity,2005-02-05
I323799,C227515,FEMALE,20,FOOD & BEVERAGE,3,15.69,CASH,2022-08-05,Cevahir AVM,2006-02-05
I437585,C142635,FEMALE,61,TOYS,5,179.20,CASH,2021-01-25,Mall of Istanbul,1965-02-05
I368190,C124511,FEMALE,22,SHOES,5,3000.85,DEBIT CARD,2023-01-17,Mall of Istanbul,2004-02-05
I161129,C160117,FEMALE,33,COSMETICS,5,203.30,DEBIT CARD,2022-08-19,Mall of Istanbul,1993-02-05
I694650,C679014,FEMALE,53,COSMETICS,3,121.98,CREDIT CARD,2021-12-03,Viaport Outlet,1973-02-05
I164287,C317549,FEMALE,21,TOYS,2,71.68,DEBIT CARD,2021-09-09,Metropol AVM,2005-02-05
I255611,C144203,FEMALE,65,TOYS,1,35.84,DEBIT CARD,2021-01-03,Metrocity,1961-02-05
I163532,C901036,FEMALE,56,CLOTHING,4,1200.32,CASH,2021-08-10,Metrocity,1970-02-05
I162359,C143858,FEMALE,25,CLOTHING,1,300.08,CREDIT CARD,2022-01-28,Metropol AVM,2001-02-05
I153300,C246069,FEMALE,67,CLOTHING,2,600.16,CREDIT CARD,2021-10-12,Emaar Square Mall,1959-02-05
I671110,C277153,FEMALE,39,FOOD & BEVERAGE,5,26.15,CASH,2021-09-28,Metropol AVM,1987-02-05
I185781,C271592,FEMALE,45,SHOES,5,3000.85,CREDIT CARD,2021-05-31,Mall of Istanbul,1981-02-05
I149148,C425601,FEMALE,21,CLOTHING,1,300.08,CREDIT CARD,2022-06-28,Mall of Istanbul,2005-02-05
I763898,C315407,FEMALE,34,SOUVENIR,4,46.92,CREDIT CARD,2022-03-27,Kanyon,1992-02-05
I138397,C252124,FEMALE,62,COSMETICS,4,162.64,CREDIT CARD,2023-01-24,Istinye Park,1964-02-05
I572678,C613672,FEMALE,26,CLOTHING,3,900.24,CREDIT CARD,2021-03-31,Kanyon,2000-02-05
I240019,C411072,FEMALE,60,SHOES,3,1800.51,DEBIT CARD,2022-12-17,Emaar Square Mall,1966-02-05
I334343,C135729,FEMALE,45,COSMETICS,2,81.32,CASH,2022-06-12,Metrocity,1981-02-05
I162228,C258021,FEMALE,49,CLOTHING,2,600.16,CREDIT CARD,2022-05-19,Istinye Park,1977-02-05
I282042,C740565,FEMALE,28,FOOD & BEVERAGE,2,10.46,CREDIT CARD,2022-08-16,Zorlu Center,1998-02-05
I358980,C293923,FEMALE,41,CLOTHING,1,300.08,CREDIT CARD,2022-03-04,Istinye Park,1985-02-05
